cle_interop,voie_nom,numero,suffixe,cad_parcelles,x,y,long,lat
87085_4322_00013,avenue Président Coty,13,,OI0175,1562681.87800000,5183707.80150000,1.23212226,45.83969626
87085_4322_00014,avenue Président Coty,14,,OI0170,1562618.59860000,5183909.02970000,1.23125032,45.84149377
87085_4322_00015,avenue Président Coty,15,,OI0175,1562666.95080000,5183712.55110000,1.23192879,45.83973601
87085_4322_00016,avenue Président Coty,16,,OI0172,1562565.95310000,5183926.04090000,1.23056789,45.84163628
87085_4322_00017,avenue Président Coty,17,,OI0175,1562653.19610000,5183718.37090000,1.23175010,45.83978561
87085_4322_00019,avenue Président Coty,19,,OI0175,1562637.57350000,5183726.36290000,1.23154675,45.83985438
87085_4322_00020,avenue Président Coty,20,,OI0224,1562631.55790000,5183976.18730000,1.23139792,45.84210048
87085_4322_00021,avenue Président Coty,21,,OI0175,1562623.44230000,5183735.33980000,1.23136231,45.83993231
87085_4322_00023,avenue Président Coty,23,,OI0175,1562610.42320000,5183745.32550000,1.23119190,45.84001954
87085_4322_00024,avenue Président Coty,24,,OI0224,1562596.58920000,5184035.26430000,1.23093096,45.84262492
87085_4322_00025,avenue Président Coty,25,,OI0175,1562600.09950000,5183754.54700000,1.23105640,45.84010043
87085_4322_00027,avenue Président Coty,27,,OI0175,1562592.24790000,5183762.76150000,1.23095300,45.84017275
87085_4322_00029,avenue Président Coty,29,,OI0175,1562585.82350000,5183770.23510000,1.23086818,45.84023870
87085_4322_00031,avenue Président Coty,31,,OI0175,1562580.24320000,5183777.47710000,1.23079429,45.84030273
87085_4322_00033,avenue Président Coty,33,,OI0175,1562573.68650000,5183786.38040000,1.23070735,45.84038151
87085_4322_00037,avenue Président Coty,37,,OI0177,1562543.81710000,5183947.21130000,1.23027693,45.84182229
87085_4320_00002,avenue Président Kennedy,2,,TN0045,1566646.41010000,5180301.57090000,1.28409149,45.80983526
87085_4320_00003,avenue Président Kennedy,3,,TN0042,1566667.93340000,5180296.26100000,1.28436982,45.80979167
87085_4320_00024,avenue Président Kennedy,24,,TN0012,1566842.47660000,5180098.44430000,1.28666978,45.80804598
87085_4320_00033,avenue Président Kennedy,33,,TO0013,1566919.05120000,5179791.46450000,1.28773966,45.80529930
87085_4320_00034,avenue Président Kennedy,34,,TN0076,1566924.84080000,5180000.96890000,1.28775619,45.80718505
87085_4320_00041,avenue Président Kennedy,41,,TO0027,1566849.49250000,5179727.25320000,1.28686274,45.80470822
87085_4320_00044,avenue Président Kennedy,44,,TN0047,1566942.17180000,5179890.68500000,1.28800961,45.80619633
87085_4320_00050,avenue Président Kennedy,50,,TN0014,1566914.57800000,5179812.60300000,1.28767628,45.80548859
87085_4320_00051,avenue Président Kennedy,51,,TP0051,1566712.13310000,5179696.94010000,1.28510439,45.80440893
87085_4320_00052,avenue Président Kennedy,52,,TN0058,1566871.00840000,5179777.24780001,1.28712565,45.80516212
87085_4320_00053,avenue Président Kennedy,53,,TP0047,1566699.02970000,5179695.76300000,1.28493618,45.80439581
87085_4320_00054,avenue Président Kennedy,54,,TN0059,1566881.12790000,5179772.05310000,1.28725725,45.80511734
87085_4320_00066,avenue Président Kennedy,66,,TN0056,1566733.86420000,5179711.97750000,1.28537974,45.80454842
87085_4320_00067,avenue Président Kennedy,67,,TP0016,1566542.93860000,5179715.60200000,1.28292302,45.80454401
87085_4320_00069,avenue Président Kennedy,69,,TP0014,1566518.63530000,5179726.32630000,1.28260745,45.80463577
87085_4320_00070,avenue Président Kennedy,70,,TN0054,1566726.73220000,5179788.43060000,1.28526683,45.80523478
87085_4320_00072,avenue Président Kennedy,72,,TN0054,1566717.82270000,5179796.40460000,1.28515003,45.80530479
87085_4320_00073,avenue Président Kennedy,73,,TP0013,1566476.67620000,5179744.38300000,1.28206276,45.80479006
87085_4320_00074,avenue Président Kennedy,74,,TN0055,1566701.30390000,5179815.12450000,1.28493237,45.80546999
87085_4320_00075,avenue Président Kennedy,75,,TP0010,1566455.72710000,5179757.13390000,1.28178977,45.80490070
87085_4320_00076,avenue Président Kennedy,76,,TN0019,1566643.93650000,5179708.29220000,1.28422410,45.80449784
87085_4320_00078,avenue Président Kennedy,78,,TN0019,1566564.31360000,5179724.43570000,1.28319550,45.80462763
87085_4320_00080,avenue Président Kennedy,80,,TN0020,1566542.91210000,5179733.15360000,1.28291781,45.80470190
87085_4320_00081,avenue Président Kennedy,81,,TP0004,1566388.94710000,5179785.40560000,1.28092298,45.80514206
87085_4320_00084,avenue Président Kennedy,84,,TN0021,1566478.75850000,5179761.32040000,1.28208484,45.80494283
87085_4320_00085,avenue Président Kennedy,85,,TP0003,1566282.94630000,5179797.59740000,1.27955618,45.80523114
87085_4320_00087,avenue Président Kennedy,87,,TP0003,1566263.74260000,5179791.28299999,1.27931093,45.80517061
87085_4325_00003,avenue Président Ramadier,3,,IN0202,1563761.98260000,5181827.78190000,1.24655612,45.82299928
87085_4325_00004,avenue Président Ramadier,4,,IN0453,1563777.02260000,5181833.37650000,1.24674805,45.82305259
87085_4325_00005,avenue Président Ramadier,5,,IN0203,1563749.53670000,5181844.66180000,1.24639121,45.82314866
87085_4325_00006,avenue Président Ramadier,6,,IN0454,1563773.10680000,5181838.87980000,1.24669611,45.82310132
87085_4325_00007,avenue Président Ramadier,7,,IN0203,1563739.61590000,5181857.95720000,1.24625980,45.82326630
87085_4325_00008,avenue Président Ramadier,8,,IN0196,1563766.14830000,5181848.37160000,1.24660389,45.82318532
87085_4325_00009,avenue Président Ramadier,9,,IN0203,1563730.60590000,5181870.17180000,1.24614041,45.82337439
87085_4325_00010,avenue Président Ramadier,10,,IN0196,1563757.16450000,5181860.58730000,1.24648484,45.82329343
87085_4325_00011,avenue Président Ramadier,11,,IN0203,1563721.35200000,5181882.79260000,1.24601777,45.82348609
87085_4325_00012,avenue Président Ramadier,12,,IN0196,1563745.20500000,5181876.70860000,1.24632639,45.82343608
87085_4325_00013,avenue Président Ramadier,13,,IN0203,1563706.87080000,5181902.27570000,1.24582593,45.82365848
87085_4325_00014,avenue Président Ramadier,14,,IN0195,1563738.48810000,5181885.66280000,1.24623743,45.82351530
87085_4325_00015,avenue Président Ramadier,15,,IN0203,1563697.58580000,5181915.29750000,1.24570277,45.82377378
87085_4325_00016,avenue Président Ramadier,16,,IN0194,1563731.07340000,5181896.08230000,1.24613908,45.82360756
87085_4325_00018,avenue Président Ramadier,18,,IN0193,1563723.32020000,5181906.68240000,1.24603632,45.82370138
87085_4325_00020,avenue Président Ramadier,20,,IN0192,1563717.75910000,5181914.11480000,1.24596266,45.82376714
87085_4325_00022,avenue Président Ramadier,22,,IN0192,1563707.21110000,5181928.24720000,1.24582294,45.82389217
87085_4346_00010,avenue Professeur de Léobardy,10,,NO1068,1563146.79020000,5180525.52010000,1.23901141,45.81116259
87085_4346_00034,avenue Professeur de Léobardy,34,,NO0002,1562804.41630000,5180363.63450000,1.23465344,45.80963815
87085_4348_00005,avenue Professeur Faure,5,,NS0006,1563519.67770000,5181051.32580000,1.24365889,45.81596659
87085_4348_00024,avenue Professeur Faure,24,,NP0021,1563410.69610000,5180952.51770000,1.24228494,45.81505612
87085_4487_00070,avenue Raymond Poulidor,70,,LN0302,1568188.10050000,5188752.62070000,1.30160449,45.88615528
87085_4487_00110,avenue Raymond Poulidor,110,,LL0102,1567956.32500000,5189047.10250000,1.29853792,45.88875982
87085_4599_00002,avenue Roland Dorgelès,2,,RC0092,1561081.05980000,5184158.15020000,1.21138952,45.84342581
87085_4599_00003,avenue Roland Dorgelès,3,,RC0138,1561048.62430000,5184172.53300000,1.21096789,45.84354864
87085_4599_00005,avenue Roland Dorgelès,5,,RC0137,1561026.74040000,5184195.40010000,1.21067961,45.84374992
87085_4599_00006,avenue Roland Dorgelès,6,,RC0094,1561021.42040000,5184219.52040000,1.21060416,45.84396581
87085_4599_00007,avenue Roland Dorgelès,7,,RC0136,1560997.56130000,5184213.95430000,1.21029868,45.84391092
87085_4599_00009,avenue Roland Dorgelès,9,,RC0135,1560969.97080000,5184225.09610000,1.20994034,45.84400557
87085_4599_00010,avenue Roland Dorgelès,10,,RC0112,1560835.90710000,5184279.78370000,1.20819896,45.84447039
87085_4599_00011,avenue Roland Dorgelès,11,,RC0134,1560947.74770000,5184233.21030000,1.20965195,45.84407407
87085_4599_00012,avenue Roland Dorgelès,12,,RC0126,1560806.78070000,5184294.28850000,1.20781987,45.84459497
87085_4599_00013,avenue Roland Dorgelès,13,,RC0133,1560932.54340000,5184239.00300000,1.20945458,45.84412310
87085_4599_00014,avenue Roland Dorgelès,14,,RC0067,1560775.69260000,5184329.78030000,1.20740945,45.84490794
87085_4599_00015,avenue Roland Dorgelès,15,,RC0133,1560919.70150000,5184243.20570000,1.20928808,45.84415831
87085_4599_00016,avenue Roland Dorgelès,16,,RC0065,1560761.66890000,5184353.41390000,1.20722210,45.84511769
87085_4599_00017,avenue Roland Dorgelès,17,,RC0132,1560905.90940000,5184247.45160000,1.20910933,45.84419371
87085_4599_00018,avenue Roland Dorgelès,18,,RC0064,1560749.36080000,5184374.41840000,1.20705759,45.84530415
87085_4599_00020,avenue Roland Dorgelès,20,,RC0063,1560742.47340000,5184393.56120000,1.20696340,45.84547495
87085_4599_00021,avenue Roland Dorgelès,21,,RC0131,1560852.87270000,5184259.88900000,1.20842309,45.84429486
87085_4599_00022,avenue Roland Dorgelès,22,,RC0062,1560735.55670000,5184405.41580000,1.20687093,45.84558019
87085_4599_00023,avenue Roland Dorgelès,23,,RC0130,1560827.65570000,5184264.80140000,1.20809710,45.84433394
87085_4599_00024,avenue Roland Dorgelès,24,,RC0061,1560728.93780000,5184416.76940000,1.20678245,45.84568098
87085_4599_00025,avenue Roland Dorgelès,25,,RC0129,1560803.89460000,5184275.76450000,1.20778809,45.84442775
87085_4599_00026,avenue Roland Dorgelès,26,,RC0060,1560713.20650000,5184434.52160000,1.20657482,45.84583748
87085_4599_00027,avenue Roland Dorgelès,27,,RC0128,1560788.24270000,5184287.07080000,1.20758336,45.84452629
87085_4599_00028,avenue Roland Dorgelès,28,,RC0059,1560702.85430000,5184451.32860000,1.20643670,45.84598657
87085_4599_00029,avenue Roland Dorgelès,29,,RC0127,1560768.63110000,5184308.91850000,1.20732461,45.84471885
87085_4599_00030,avenue Roland Dorgelès,30,,RC0058,1560688.36670000,5184466.49380000,1.20624583,45.84612005
87085_4599_00032,avenue Roland Dorgelès,32,,RC0057,1560672.78080000,5184479.55190000,1.20604143,45.84623435
87085_4599_00033,avenue Roland Dorgelès,33,,RC0045,1560734.65660000,5184366.88950000,1.20687051,45.84523344
87085_4599_00035,avenue Roland Dorgelès,35,,RC0055,1560703.53740000,5184419.12520000,1.20645483,45.84569702
87085_4599_00037,avenue Roland Dorgelès,37,,RC0056,1560688.73530000,5184441.16870000,1.20625791,45.84589231
87085_4599_00039,avenue Roland Dorgelès,39,,RC0032,1560647.72530000,5184475.11550000,1.20572021,45.84618937
87085_4725_00001,avenue Saint Eloi,1,,IM0323,1563948.36810000,5182256.70280000,1.24883286,45.82689456
87085_4725_00001_bis,avenue Saint Eloi,1,bis,IM0323,1563954.04580000,5182288.06590000,1.24889704,45.82717782
87085_4725_00002,avenue Saint Eloi,2,,HZ0170,1563954.74380000,5182195.11040000,1.24893232,45.82634177
87085_4725_00003,avenue Saint Eloi,3,,IM0757,1563957.41940000,5182306.93090000,1.24893511,45.82734818
87085_4725_00004,avenue Saint Eloi,4,,HZ0171,1563956.55430000,5182205.45490000,1.24895269,45.82643518
87085_4725_00004_ter,avenue Saint Eloi,4,ter,HZ0030,1563966.07790000,5182268.20210000,1.24905748,45.82700151
87085_4725_00006,avenue Saint Eloi,6,,HZ0029,1563968.28310000,5182283.47370000,1.24908154,45.82713932
87085_4725_00007,avenue Saint Eloi,7,,IL0110,1563981.81220000,5182472.30350000,1.24920220,45.82884063
87085_4725_00007_bis,avenue Saint Eloi,7,bis,IL0102,1563988.48540000,5182516.44790000,1.24927558,45.82923905
87085_4725_00008,avenue Saint Eloi,8,,HZ0025,1563969.21330000,5182289.47560000,1.24909181,45.82719350
87085_4725_00009,avenue Saint Eloi,9,,IL0091,1563993.04190000,5182545.88540000,1.24932589,45.82950476
87085_4725_00010,avenue Saint Eloi,10,,HZ0024,1563970.13630000,5182295.11760000,1.24910209,45.82724443
87085_4725_00011,avenue Saint Eloi,11,,IL0089,1563995.60490000,5182561.81790000,1.24935436,45.82964859
87085_4725_00014,avenue Saint Eloi,14,,IK0077,1563975.73040000,5182330.61940000,1.24916402,45.82756490
87085_4725_00016,avenue Saint Eloi,16,,IK0078,1563978.38210000,5182347.71230000,1.24919331,45.82771918
87085_4725_00018,avenue Saint Eloi,18,,IK0080,1563980.20820000,5182361.46070000,1.24921292,45.82784322
87085_4725_00020,avenue Saint Eloi,20,,IK0081,1563982.41410000,5182374.83180000,1.24923752,45.82796394
87085_4725_00022,avenue Saint Eloi,22,,IK0188,1563984.37810000,5182389.24070000,1.24925871,45.82809394
87085_4725_00024,avenue Saint Eloi,24,,IK0083,1563986.23380000,5182398.55490000,1.24927996,45.82817809
87085_4725_00026,avenue Saint Eloi,26,,IK0112,1563990.75060000,5182426.73010000,1.24933011,45.82843244
87085_4725_00026_bis,avenue Saint Eloi,26,bis,IK0112,1563993.07620000,5182441.85240000,1.24935576,45.82856893
87085_4725_00028,avenue Saint Eloi,28,,IK0113,1563995.41040000,5182457.21990000,1.24938144,45.82870763
87085_4725_00030,avenue Saint Eloi,30,,IK0115,1563998.51130000,5182477.51330000,1.24941560,45.82889080
87085_4725_00032,avenue Saint Eloi,32,,IK0116,1563999.97330000,5182487.25060000,1.24943166,45.82897868
87085_4725_00032_bis,avenue Saint Eloi,32,bis,IK0117,1564000.81810000,5182494.43400000,1.24944050,45.82904346
87085_4725_00034,avenue Saint Eloi,34,,IK0117,1564003.08650000,5182507.04380000,1.24946612,45.82915735
87085_4725_00036,avenue Saint Eloi,36,,IK0117,1564008.47070000,5182543.32100000,1.24952515,45.82948474
87085_4725_00038,avenue Saint Eloi,38,,IK0164,1564014.37110000,5182565.27960000,1.24959486,45.82968344
87085_4820_00001,avenue Saint Surin,1,,DH0164,1564174.16920000,5182903.70450000,1.25155551,45.83275934
87085_4820_00002,avenue Saint Surin,2,,DH0163,1564178.50440000,5182916.82290000,1.25160759,45.83287821
87085_4820_00003,avenue Saint Surin,3,,DH0165,1564165.82450000,5182911.24560000,1.25144599,45.83282553
87085_4820_00004,avenue Saint Surin,4,,DH0162,1564162.82060000,5182930.96940000,1.25140176,45.83300237
87085_4820_00006,avenue Saint Surin,6,,DH0334,1564153.33350000,5182939.46950000,1.25127727,45.83307696
87085_4820_00006_b,avenue Saint Surin,6,b,DH0331,1564146.13680000,5182945.66080000,1.25118291,45.83313123
87085_4820_00007,avenue Saint Surin,7,,DH0346,1564146.65150000,5182928.19610000,1.25119447,45.83297422
87085_4820_00008,avenue Saint Surin,8,,DH0332,1564139.56440000,5182951.70990000,1.25109662,45.83318434
87085_4820_00009,avenue Saint Surin,9,,DH0211,1564135.40840000,5182938.74590000,1.25104681,45.83306690
87085_4820_00010,avenue Saint Surin,10,,DH0143,1564132.03120000,5182958.35320000,1.25099780,45.83324262
87085_4820_00011,avenue Saint Surin,11,,DH0374,1564103.54020000,5182933.73920000,1.25063812,45.83301557
87085_4820_00012,avenue Saint Surin,12,,DH0142,1564127.39280000,5182962.70500000,1.25093688,45.83328085
87085_4820_00014,avenue Saint Surin,14,,DH0369,1564122.42380000,5182967.38780000,1.25087162,45.83332199
87085_4820_00014_b,avenue Saint Surin,14,b,DH0371,1564143.95180000,5183003.90050000,1.25113834,45.83365470
87085_4820_00014_c,avenue Saint Surin,14,c,DH0371,1564114.46610000,5183042.36560000,1.25074802,45.83399489
87085_4820_00015,avenue Saint Surin,15,,DH0374,1564115.52160000,5182956.19710000,1.25078596,45.83321996
87085_4820_00015_bis,avenue Saint Surin,15,bis,DH0374,1564108.01370000,5182963.33570000,1.25068732,45.83328269
87085_4820_00016,avenue Saint Surin,16,,DH0369,1564112.17330000,5182976.47310000,1.25073714,45.83340169
87085_4820_00017,avenue Saint Surin,17,,DH0374,1564101.49680000,5182969.21260000,1.25060180,45.83333427
87085_4820_00018,avenue Saint Surin,18,,DH0141,1564106.26010000,5182981.87340000,1.25065952,45.83344910
87085_4820_00019,avenue Saint Surin,19,,DH0261,1564091.33510000,5182978.44450000,1.25046842,45.83341531
87085_4820_00021,avenue Saint Surin,21,,DH0367,1564083.46560000,5182985.20300000,1.25036524,45.83347455
87085_4820_00022,avenue Saint Surin,22,,DH0140,1564090.04470000,5182996.37230000,1.25044675,45.83357632
87085_4820_00023,avenue Saint Surin,23,,DH0262,1564075.96610000,5182992.16950000,1.25026676,45.83353573
87085_4820_00025,avenue Saint Surin,25,,DH0263,1564068.18550000,5182999.07960000,1.25016468,45.83359636
87085_4820_00026,avenue Saint Surin,26,,DH0139,1564074.94650000,5183009.97670000,1.25024860,45.83369572
87085_4820_00027,avenue Saint Surin,27,,DH0264,1564062.32830000,5183004.29440000,1.25008783,45.83364211
87085_4820_00029,avenue Saint Surin,29,,DH0265,1564053.00620000,5183012.87470000,1.24996544,45.83371745
87085_4820_00030,avenue Saint Surin,30,,DH0444,1564058.95050000,5183024.45720000,1.25003866,45.83382282
87085_4820_00031,avenue Saint Surin,31,,DH0266,1564031.36330000,5183032.19530000,1.24968146,45.83388697
87085_4820_00032,avenue Saint Surin,32,,DH0349,1564048.91990000,5183033.58850000,1.24990700,45.83390298
87085_4820_00034,avenue Saint Surin,34,,DH0089,1564039.89230000,5183041.52430000,1.24978858,45.83397258
87085_4820_00035,avenue Saint Surin,35,,DH0354,1564006.58780000,5183054.90130000,1.24935620,45.83408633
87085_4820_00036,avenue Saint Surin,36,,DH0088,1564031.44590000,5183049.27240000,1.24967769,45.83404061
87085_4820_00037,avenue Saint Surin,37,,DH0271,1563991.85660000,5183067.96300000,1.24916293,45.83420091
87085_4820_00038,avenue Saint Surin,38,,DH0087,1564022.98760000,5183056.77350000,1.24956672,45.83410641
87085_4820_00039,avenue Saint Surin,39,,DH0272,1563983.56040000,5183075.11410000,1.24905415,45.83426360
87085_4820_00040,avenue Saint Surin,40,,DH0441,1564013.40710000,5183065.28910000,1.24944102,45.83418112
87085_4820_00041,avenue Saint Surin,41,,DH0392,1563976.16290000,5183081.66930000,1.24895709,45.83432110
87085_4820_00044,avenue Saint Surin,44,,DH0084,1564001.52340000,5183076.68430000,1.24928487,45.83428128
87085_4820_00046,avenue Saint Surin,46,,DH0381,1563990.38800000,5183086.45080000,1.24913880,45.83436693
87085_0495_00001,boulevard Bel-Air,1,,NS0066,1564143.33350000,5181335.60960000,1.25160173,45.81864733
87085_0495_00002,boulevard Bel-Air,2,,HY0129,1564148.68140000,5181373.72790000,1.25165976,45.81899129
87085_0495_00003,boulevard Bel-Air,3,,NS0066,1564132.08060000,5181342.24580000,1.25145508,45.81870481
87085_0495_00004,boulevard Bel-Air,4,,HY0129,1564129.30840000,5181386.03210000,1.25140705,45.81909814
87085_0495_00005,boulevard Bel-Air,5,,NS0066,1564120.03240000,5181349.73310000,1.25129796,45.81876978
87085_0495_00006,boulevard Bel-Air,6,,HY0129,1564111.68480000,5181397.80820000,1.25117699,45.81920059
87085_0495_00007,boulevard Bel-Air,7,,NS0066,1564107.49460000,5181357.26460000,1.25113453,45.81883505
87085_0495_00008,boulevard Bel-Air,8,,HY0129,1564104.58680000,5181402.38200000,1.25108437,45.81924034
87085_0495_00009,boulevard Bel-Air,9,,NS0066,1564093.71470000,5181365.76600000,1.25095485,45.81890881
87085_0495_00010,boulevard Bel-Air,10,,HY0129,1564087.84250000,5181413.33970000,1.25086585,45.81933560
87085_0495_00011,boulevard Bel-Air,11,,NS0066,1564080.20620000,5181374.16040000,1.25077868,45.81898165
87085_0495_00013,boulevard Bel-Air,13,,NS0066,1564066.26980000,5181382.79820000,1.25059694,45.81905660
87085_0495_00015,boulevard Bel-Air,15,,NS0066,1564052.49190000,5181391.53960000,1.25041722,45.81913251
87085_0495_00017,boulevard Bel-Air,17,,NS0066,1564035.78480000,5181401.57480000,1.25019943,45.81921948
87085_0495_00024,boulevard Bel-Air,24,,HY0201,1563907.73060000,5181522.89660000,1.24851763,45.82028552
87085_0495_00025,boulevard Bel-Air,25,,NS0115,1563937.35420000,5181453.18650000,1.24891848,45.81966429
87085_0495_00026,boulevard Bel-Air,26,,HY0201,1563892.65360000,5181532.15850000,1.24832104,45.82036585
87085_0495_00027,boulevard Bel-Air,27,,NS0115,1563908.01770000,5181471.79370000,1.24853579,45.81982587
87085_0495_00028,boulevard Bel-Air,28,,HY0201,1563879.39980000,5181540.17570000,1.24814825,45.82043535
87085_0495_00029,boulevard Bel-Air,29,,NS0115,1563874.18830000,5181492.46730000,1.24809470,45.82000515
87085_0495_00030,boulevard Bel-Air,30,,HY0201,1563863.99960000,5181549.39130000,1.24794751,45.82051520
87085_0495_00033,boulevard Bel-Air,33,,NS0115,1563855.45570000,5181525.07210000,1.24784447,45.82029474
87085_0495_00037,boulevard Bel-Air,37,,NS0115,1563835.01430000,5181537.10260000,1.24757807,45.82039892
87085_0495_00041,boulevard Bel-Air,41,,NS0115,1563805.52160000,5181555.23600000,1.24719349,45.82055620
87085_0495_00045,boulevard Bel-Air,45,,NS0115,1563776.35410000,5181573.43690000,1.24681307,45.82071415
87085_0495_00047,boulevard Bel-Air,47,,NS0115,1563749.38960000,5181589.85500000,1.24646150,45.82085650
87085_0495_00049,boulevard Bel-Air,49,,NS0061,1563718.95020000,5181591.48760000,1.24606941,45.82086516
87085_0495_00051,boulevard Bel-Air,51,,NS0061,1563708.80880000,5181595.78100000,1.24593772,45.82090177
87085_0495_00061,boulevard Bel-Air,61,,NN0097,1563609.02980000,5181661.70810000,1.24463529,45.82147504
87085_0495_00071,boulevard Bel-Air,71,,NN0072,1563507.61150000,5181673.54160000,1.24332709,45.82156137
87085_0495_00073,boulevard Bel-Air,73,,NN0072,1563489.38390000,5181674.69940000,1.24309225,45.82156817
87085_0495_00075,boulevard Bel-Air,75,,NN0072,1563471.23080000,5181675.33430000,1.24285851,45.82157028
87085_0495_00077,boulevard Bel-Air,77,,NN0072,1563455.43410000,5181675.78700000,1.24265514,45.82157122
87085_0495_00079,boulevard Bel-Air,79,,NN0070,1563379.92720000,5181672.09260000,1.24168472,45.82152299
87085_0875_00001,boulevard Carnot,1,,DW0067,1564980.94260000,5182784.19570000,1.26197111,45.83184316
87085_0875_00002,boulevard Carnot,2,,DW0208,1564960.14520000,5182817.70470000,1.26169407,45.83214051
87085_0875_00003,boulevard Carnot,3,,DW0066,1564968.95550000,5182790.88150000,1.26181498,45.83190095
87085_0875_00003_bis,boulevard Carnot,3,bis,DW0227,1564962.06300000,5182794.60100000,1.26172524,45.83193305
87085_0875_00003_ter,boulevard Carnot,3,ter,DW0227,1564956.38420000,5182797.57810000,1.26165133,45.83195872
87085_0875_00004,boulevard Carnot,4,,DW0041,1564939.30510000,5182828.54090000,1.26142285,45.83223389
87085_0875_00005,boulevard Carnot,5,,DW0231,1564928.40600000,5182811.21310000,1.26128746,45.83207588
87085_0875_00006,boulevard Carnot,6,,DW0042,1564928.35400000,5182834.20230000,1.26128033,45.83228267
87085_0875_00007,boulevard Carnot,7,,DW0065,1564915.67140000,5182812.70070000,1.26112317,45.83208676
87085_0875_00008,boulevard Carnot,8,,DW0043,1564888.59030000,5182854.85410000,1.26076283,45.83246064
87085_0875_00009,boulevard Carnot,9,,DW0065,1564886.36870000,5182827.91430000,1.26074181,45.83221786
87085_0875_00010,boulevard Carnot,10,,DW0224,1564850.85270000,5182874.42880000,1.26027170,45.83262931
87085_0875_00011_bis,boulevard Carnot,11,bis,DW0065,1564881.16530000,5182830.53920000,1.26067411,45.83224045
87085_0875_00012,boulevard Carnot,12,,DW0045,1564834.05330000,5182883.11700000,1.26005307,45.83270416
87085_0875_00014,boulevard Carnot,14,,DW0054,1564803.93250000,5182898.37590000,1.25966117,45.83283550
87085_0875_00014_bis,boulevard Carnot,14,bis,DW0055,1564793.55760000,5182903.74070000,1.25952615,45.83288172
87085_0875_00015,boulevard Carnot,15,,DW0064,1564872.50330000,5182838.19580000,1.26056050,45.83230762
87085_0875_00016,boulevard Carnot,16,,DW0056,1564780.51210000,5182910.71310000,1.25935631,45.83294188
87085_0875_00018,boulevard Carnot,18,,DW0058,1564767.26210000,5182917.45220000,1.25918391,45.83299989
87085_0875_00019,boulevard Carnot,19,,DW0064,1564867.53290000,5182840.84070000,1.26049579,45.83233044
87085_0875_00020,boulevard Carnot,20,,DW0152,1564745.15460000,5182929.19590000,1.25889611,45.83310119
87085_0875_00021,boulevard Carnot,21,,DW0064,1564860.83170000,5182844.15070000,1.26040863,45.83235890
87085_0875_00022,boulevard Carnot,22,,DW0153,1564732.11770000,5182936.08610000,1.25872640,45.83316061
87085_0875_00023,boulevard Carnot,23,,DW0064,1564845.27110000,5182852.30780000,1.26020609,45.83242922
87085_0875_00024,boulevard Carnot,24,,DW0162,1564719.58180000,5182942.61770000,1.25856324,45.83321690
87085_0875_00025,boulevard Carnot,25,,DW0064,1564839.43620000,5182855.39380000,1.26013014,45.83245583
87085_0875_00026,boulevard Carnot,26,,DW0163,1564708.33340000,5182948.38000000,1.25841687,45.83326652
87085_0875_00027,boulevard Carnot,27,,DW0064,1564834.46220000,5182857.60460000,1.26006551,45.83247474
87085_0875_00028,boulevard Carnot,28,,DW0190,1564700.16910000,5182952.69730000,1.25831059,45.83330375
87085_0875_00029,boulevard Carnot,29,,DW0064,1564828.62900000,5182860.90760000,1.25998951,45.83250331
87085_0875_00030,boulevard Carnot,30,,DW0191,1564685.54970000,5182960.25090000,1.25812033,45.83336882
87085_0875_00032,boulevard Carnot,32,,DW0191,1564671.86940000,5182967.28540000,1.25794230,45.83342941
87085_0875_00033,boulevard Carnot,33,,DW0064,1564822.25520000,5182864.58659999,1.25990646,45.83253515
87085_0875_00033_b,boulevard Carnot,33,b,DW0063,1564817.96890000,5182866.88850000,1.25985065,45.83255501
87085_0875_00035,boulevard Carnot,35,,DW0062,1564795.60130000,5182880.26640000,1.25955905,45.83267096
87085_0875_00037,boulevard Carnot,37,,DW0061,1564776.39160000,5182890.58960000,1.25930895,45.83276005
87085_0875_00039,boulevard Carnot,39,,DW0059,1564758.76330000,5182899.90990000,1.25907947,45.83284042
87085_0875_00041,boulevard Carnot,41,,DW0151,1564725.00600000,5182917.44820000,1.25864013,45.83299155
87085_0875_00043,boulevard Carnot,43,,DW0149,1564712.91390000,5182924.02550000,1.25848267,45.83304834
87085_0875_00045,boulevard Carnot,45,,DW0148,1564705.05220000,5182927.97360000,1.25838039,45.83308231
87085_0875_00047,boulevard Carnot,47,,DW0147,1564698.11260000,5182931.64980000,1.25829005,45.83311401
87085_0875_00049,boulevard Carnot,49,,DW0146,1564688.15030000,5182936.74050000,1.25816042,45.83315784
87085_0875_00051,boulevard Carnot,51,,DW0145,1564674.68420000,5182943.69010000,1.25798500,45.83321800
87085_0430_00001,boulevard de Beaublanc,1,,OE0001,1563384.80570000,5184276.79940000,1.24100727,45.84495472
87085_0430_00008,boulevard de Beaublanc,8,,BM0133,1563464.48150000,5184303.92180000,1.24202510,45.84521452
87085_0430_00010,boulevard de Beaublanc,10,,BM0133,1563489.15840000,5184330.89940000,1.24233506,45.84546210
87085_0430_00012,boulevard de Beaublanc,12,,BM0133,1563512.41570000,5184357.11960000,1.24262697,45.84570258
87085_0430_00014,boulevard de Beaublanc,14,,BM0133,1563536.82500000,5184383.44800000,1.24293368,45.84594427
87085_0430_00016,boulevard de Beaublanc,16,,BM0133,1563561.50330000,5184409.22350000,1.24324401,45.84618103
