cle_interop,voie_nom,numero,suffixe,cad_parcelles,x,y,long,lat
87085_1295_00031,rue des Coopérateurs,31,,DN0019,1564391.66140000,5183300.00030000,1.25424252,45.83636717
87085_1295_00035,rue des Coopérateurs,35,,DN0002,1564358.70730000,5183299.50790000,1.25381856,45.83635624
87085_1305_00002,rue des Coquelicots,2,,BP0047,1564052.89820000,5185069.00530000,1.24938239,45.85221346
87085_1305_00003,rue des Coquelicots,3,,BP0067,1564041.94390000,5185056.78340000,1.24924483,45.85210135
87085_1305_00004,rue des Coquelicots,4,,BP0084,1564037.50340000,5185067.06060000,1.24918476,45.85219293
87085_1305_00005,rue des Coquelicots,5,,BP0068,1564027.90850000,5185054.78100000,1.24906472,45.85208057
87085_1305_00006,rue des Coquelicots,6,,BP0083,1564022.10750000,5185065.12500000,1.24898711,45.85217247
87085_1305_00007,rue des Coquelicots,7,,BP0069,1564014.37060000,5185053.01270000,1.24889094,45.85206198
87085_1305_00008,rue des Coquelicots,8,,BP0082,1564003.95280000,5185062.81150000,1.24875406,45.85214807
87085_1305_00009,rue des Coquelicots,9,,BP0070,1564001.96760000,5185051.31370000,1.24873176,45.85204424
87085_1305_00010,rue des Coquelicots,10,,BP0081,1563986.64610000,5185060.59880000,1.24853190,45.85212474
87085_1305_00011,rue des Coquelicots,11,,BP0071,1563990.91270000,5185049.69610000,1.24858991,45.85202751
87085_1305_00012,rue des Coquelicots,12,,BP0080,1563968.64840000,5185058.26750000,1.24830087,45.85210021
87085_1305_00013,rue des Coquelicots,13,,BP0072,1563978.37890000,5185048.22900000,1.24842898,45.85201183
87085_1305_00014,rue des Coquelicots,14,,BP0079,1563951.03510000,5185055.27520000,1.24807499,45.85206980
87085_1305_00015,rue des Coquelicots,15,,BP0073,1563966.19490000,5185046.40530000,1.24827265,45.85199301
87085_1305_00016,rue des Coquelicots,16,,BP0078,1563934.09010000,5185053.27600000,1.24785742,45.85204847
87085_1305_00017,rue des Coquelicots,17,,BP0074,1563955.26140000,5185044.88890000,1.24813233,45.85197721
87085_1305_00018,rue des Coquelicots,18,,BP0077,1563917.37510000,5185049.94000000,1.24764319,45.85201515
87085_1305_00019,rue des Coquelicots,19,,BP0075,1563941.22810000,5185043.13680000,1.24795218,45.85195867
87085_1305_00021,rue des Coquelicots,21,,BP0076,1563928.26940000,5185041.07410000,1.24778594,45.85193755
87085_1446_00001,rue des Crouzilloux,1,,LN0129,1567998.78180000,5188307.78520000,1.29928823,45.88211736
87085_1446_00003,rue des Crouzilloux,3,,LN0130,1567994.34050000,5188317.78700000,1.29922827,45.88220648
87085_1446_00004,rue des Crouzilloux,4,,LN0088,1568011.88670000,5188341.21440000,1.29944783,45.88242059
87085_1446_00005,rue des Crouzilloux,5,,LN0131,1567989.68040000,5188328.49370000,1.29916530,45.88230190
87085_1446_00006,rue des Crouzilloux,6,,LN0087,1568007.37820000,5188351.40150000,1.29938695,45.88251137
87085_1446_00007,rue des Crouzilloux,7,,LN0132,1567988.49940000,5188349.45300000,1.29914433,45.88249021
87085_1446_00008,rue des Crouzilloux,8,,LN0086,1568002.74700000,5188361.89430000,1.29932442,45.88260487
87085_1446_00009,rue des Crouzilloux,9,,LN0133,1567983.04400000,5188347.30700000,1.29907465,45.88246986
87085_1446_00011,rue des Crouzilloux,11,,LN0136,1567976.99030000,5188354.58330000,1.29899467,45.88253415
87085_1446_00014,rue des Crouzilloux,14,,None,1567982.10950000,5188412.48270000,1.29904468,45.88305598
87085_1446_00015,rue des Crouzilloux,15,,LN0137,1567973.87330000,5188361.82500000,1.29895253,45.88259869
87085_1446_00017,rue des Crouzilloux,17,,LN0138,1567985.19690000,5188374.81430000,1.29909481,45.88271772
87085_1446_00019,rue des Crouzilloux,19,,LN0139,1567980.35480000,5188385.95820000,1.29902938,45.88281703
87085_1446_00021,rue des Crouzilloux,21,,LN0140,1567976.07410000,5188395.66560000,1.29897157,45.88290354
87085_1446_00022,rue des Crouzilloux,22,,LN0041,1567917.40870000,5188473.94510000,1.29819439,45.88359643
87085_1446_00023,rue des Crouzilloux,23,,LN0141,1567959.45260000,5188411.04770000,1.29875325,45.88303871
87085_1446_00024,rue des Crouzilloux,24,,LN0040,1567902.50980000,5188482.76980000,1.29800006,45.88367295
87085_1446_00025,rue des Crouzilloux,25,,LN0142,1567954.25940000,5188407.83270000,1.29868724,45.88300879
87085_1446_00026,rue des Crouzilloux,26,,LN0039,1567893.89670000,5188493.18920000,1.29788625,45.88376503
87085_1446_00027,rue des Crouzilloux,27,,LN0143,1567944.25340000,5188411.63990000,1.29855731,45.88304112
87085_1446_00028,rue des Crouzilloux,28,,LN0038,1567878.33140000,5188495.28270000,1.29768519,45.88378087
87085_1446_00029,rue des Crouzilloux,29,,LN0144,1567941.04960000,5188416.51070000,1.29851471,45.88308432
87085_1446_00030,rue des Crouzilloux,30,,LN0037,1567866.05500000,5188501.92200000,1.29752523,45.88383823
87085_1446_00031,rue des Crouzilloux,31,,LN0146,1567926.66740000,5188426.41610000,1.29832673,45.88317066
87085_1446_00032,rue des Crouzilloux,32,,LN0036,1567859.60980000,5188512.05400000,1.29743942,45.88392813
87085_1446_00033,rue des Crouzilloux,33,,LN0149,1567917.32480000,5188433.87020000,1.29820434,45.88323592
87085_1446_00034,rue des Crouzilloux,34,,LN0035,1567842.14840000,5188521.16350000,1.29721200,45.88400672
87085_1446_00035,rue des Crouzilloux,35,,LN0150,1567949.07170000,5188435.55860000,1.29861279,45.88325721
87085_1446_00036,rue des Crouzilloux,36,,LN0034,1567838.52980000,5188531.26850000,1.29716261,45.88409693
87085_1446_00037,rue des Crouzilloux,37,,LN0151,1567942.74620000,5188441.86730000,1.29852958,45.88331274
87085_1446_00039,rue des Crouzilloux,39,,LN0152,1567931.33720000,5188451.51050000,1.29837998,45.88339730
87085_1446_00041,rue des Crouzilloux,41,,LN0153,1567907.04460000,5188465.81510000,1.29806314,45.88352131
87085_1446_00042,rue des Crouzilloux,42,,LM0064,1567848.86150000,5188639.38060000,1.29726591,45.88507145
87085_1446_00043,rue des Crouzilloux,43,,LN0154,1567893.75110000,5188456.12810000,1.29789458,45.88343161
87085_1446_00044,rue des Crouzilloux,44,,LM0063,1567843.67310000,5188647.80460000,1.29719676,45.88514623
87085_1446_00045,rue des Crouzilloux,45,,LN0155,1567890.34080000,5188454.13310000,1.29785120,45.88341301
87085_1446_00047,rue des Crouzilloux,47,,LN0156,1567884.43710000,5188457.37700000,1.29777427,45.88344105
87085_1446_00049,rue des Crouzilloux,49,,LN0158,1567882.01420000,5188461.39860000,1.29774195,45.88347676
87085_1446_00051,rue des Crouzilloux,51,,LN0160,1567876.38630000,5188466.82230000,1.29766797,45.88352447
87085_1446_00053,rue des Crouzilloux,53,,LN0162,1567879.35140000,5188483.24990000,1.29770164,45.88367282
87085_1446_00055,rue des Crouzilloux,55,,LN0163,1567867.19040000,5188489.80880000,1.29754319,45.88372948
87085_1446_00057,rue des Crouzilloux,57,,LN0164,1567847.07050000,5188498.90680000,1.29728153,45.88380745
87085_1446_00059,rue des Crouzilloux,59,,LN0165,1567838.25620000,5188489.15030000,1.29717068,45.88371799
87085_1446_00061,rue des Crouzilloux,61,,LN0167,1567830.65310000,5188485.20230000,1.29707384,45.88368102
87085_1446_00063,rue des Crouzilloux,63,,LN0169,1567821.98830000,5188492.57290000,1.29696020,45.88374565
87085_1446_00065,rue des Crouzilloux,65,,LN0171,1567813.14960000,5188500.03440000,1.29684430,45.88381107
87085_1446_00067,rue des Crouzilloux,67,,LN0174,1567807.18880000,5188510.13330000,1.29676474,45.88390077
87085_1446_00069,rue des Crouzilloux,69,,LN0175,1567832.12830000,5188513.43880000,1.29708506,45.88393530
87085_1446_00071,rue des Crouzilloux,71,,LN0176,1567826.96400000,5188521.83700000,1.29701623,45.88400986
87085_1446_00073,rue des Crouzilloux,73,,LN0177,1567821.25610000,5188531.47300000,1.29694006,45.88409544
87085_1446_00077,rue des Crouzilloux,77,,LN0191,1567846.30500000,5188583.76980000,1.29724830,45.88457070
87085_1446_00079,rue des Crouzilloux,79,,LN0193,1567842.16620000,5188593.15030000,1.29719240,45.88465429
87085_1446_00081,rue des Crouzilloux,81,,LN0195,1567847.16480000,5188599.18050000,1.29725513,45.88470950
87085_1446_00095,rue des Crouzilloux,95,,LN0220,1567726.93210000,5188668.03590000,1.29568746,45.88530576
87085_1446_00097,rue des Crouzilloux,97,,LN0221,1567715.28420000,5188666.98220000,1.29553772,45.88529404
87085_1645_00001,rue des Ecoles,1,,DX0526,1564499.51820000,5182749.12280000,1.25578585,45.83143297
87085_1645_00003,rue des Ecoles,3,,DX0525,1564496.85050000,5182758.85020000,1.25574878,45.83151995
87085_1645_00004,rue des Ecoles,4,,DX0300,1564508.49710000,5182762.27920000,1.25589769,45.83155309
87085_1645_00005,rue des Ecoles,5,,DX0525,1564495.13190000,5182765.81020000,1.25572471,45.83158222
87085_1645_00006,rue des Ecoles,6,,DX0299,1564505.54880000,5182764.58410000,1.25585910,45.83157324
87085_1645_00007,rue des Ecoles,7,,DX0523,1564492.77360000,5182773.54690000,1.25569218,45.83165135
87085_1645_00009,rue des Ecoles,9,,DX0521,1564491.60580000,5182778.21270000,1.25567583,45.83169309
87085_1645_00010,rue des Ecoles,10,,DX0297,1564500.14580000,5182772.35560000,1.25578738,45.83164209
87085_1645_00011,rue des Ecoles,11,,DX0534,1564488.07150000,5182788.49690000,1.25562746,45.83178491
87085_1645_00016,rue des Ecoles,16,,DX0437,1564492.20690000,5182800.04810000,1.25567742,45.83188963
87085_1645_00018,rue des Ecoles,18,,DX0294,1564490.57820000,5182805.52740000,1.25565491,45.83193860
87085_1645_00020,rue des Ecoles,20,,DX0292,1564503.18200000,5182815.31430000,1.25581434,45.83202913
87085_1645_00022,rue des Ecoles,22,,DX0291,1564499.02730000,5182818.78900000,1.25575990,45.83205956
87085_1645_00024,rue des Ecoles,24,,DX0290,1564496.95030000,5182820.79270000,1.25573261,45.83207718
87085_1645_00026,rue des Ecoles,26,,DX0287,1564499.01960000,5182832.02110000,1.25575607,45.83217859
87085_1645_00030,rue des Ecoles,30,,DX0286,1564498.43500000,5182842.22460000,1.25574567,45.83227026
87085_1732_00001,rue des Entours,1,,LO0030,1568239.45870000,5188164.09850000,1.30242763,45.88087100
87085_1732_00003,rue des Entours,3,,LO0029,1568259.67770000,5188184.44290000,1.30268247,45.88105789
87085_1732_00004,rue des Entours,4,,LO0044,1568261.03080000,5188170.79000000,1.30270364,45.88093533
87085_1732_00006,rue des Entours,6,,LO0046,1568276.29170000,5188186.28040000,1.30289595,45.88107760
87085_1732_00007,rue des Entours,7,,LO0017,1568307.75770000,5188239.96220000,1.30328650,45.88156654
87085_1732_00008,rue des Entours,8,,LO0048,1568289.63410000,5188199.70730000,1.30306411,45.88120094
87085_1732_00009,rue des Entours,9,,LO0016,1568306.08780000,5188263.69430000,1.30325848,45.88177970
87085_1732_00010,rue des Entours,10,,LO0049,1568307.58230000,5188217.83450000,1.30329031,45.88136745
87085_1732_00011,rue des Entours,11,,LO0015,1568303.36370000,5188284.82500000,1.30321759,45.88196926
87085_1732_00012,rue des Entours,12,,LO0050,1568322.59910000,5188232.87900000,1.30347960,45.88150566
87085_1732_00015,rue des Entours,15,,LO0014,1568300.84180000,5188304.06910000,1.30317983,45.88214189
87085_1732_00017,rue des Entours,17,,LO0013,1568295.13380000,5188329.91840000,1.30309921,45.88237333
87085_1732_00019,rue des Entours,19,,LO0011,1568247.15950000,5188351.28670000,1.30247543,45.88255635
87085_1732_00021,rue des Entours,21,,LO0010,1568233.50290000,5188342.86290000,1.30230184,45.88247796
87085_1732_00023,rue des Entours,23,,LO0009,1568217.50140000,5188332.99360000,1.30209845,45.88238611
87085_1732_00025,rue des Entours,25,,LO0008,1568200.50640000,5188322.50260000,1.30188243,45.88228847
87085_1732_00027,rue des Entours,27,,LO0006,1568183.38610000,5188311.90880000,1.30166483,45.88218989
87085_1732_00028,rue des Entours,28,,LO0004,1568150.31470000,5188278.43220000,1.30124806,45.88188240
87085_1732_00030,rue des Entours,30,,LO0003,1568150.50090000,5188260.52070000,1.30125538,45.88172131
87085_1732_00031,rue des Entours,31,,LO0005,1568159.70990000,5188273.24470000,1.30137049,45.88183754
87085_1732_00032,rue des Entours,32,,LO0002,1568150.79400000,5188242.98050000,1.30126397,45.88156359
87085_1732_00033,rue des Entours,33,,LO0024,1568160.36040000,5188229.53480000,1.30139088,45.88144447
87085_1732_00034,rue des Entours,34,,LO0001,1568150.94030000,5188228.48020000,1.30126984,45.88143317
87085_1738_00004,rue des Epicéas,4,,LT0069,1568190.11820000,5187535.22220000,1.30196484,45.87520439
87085_1738_00006,rue des Epicéas,6,,LT0068,1568197.60010000,5187535.80800000,1.30206104,45.87521110
87085_1738_00008,rue des Epicéas,8,,LT0067,1568205.95210000,5187536.47950000,1.30216842,45.87521874
87085_1738_00010,rue des Epicéas,10,,LT0066,1568212.58540000,5187536.98230000,1.30225370,45.87522453
87085_1738_00012,rue des Epicéas,12,,LT0065,1568216.38480000,5187539.29330000,1.30230200,45.87524605
87085_1738_00014,rue des Epicéas,14,,LT0064,1568217.73780000,5187544.32680000,1.30231804,45.87529159
87085_1738_00016,rue des Epicéas,16,,LT0063,1568219.55960000,5187550.74850001,1.30233974,45.87534971
87085_1763_00015,rue des Essarts,15,,LH0039,1567890.20790000,5189787.53800000,1.29748231,45.89540778
87085_1763_00017,rue des Essarts,17,,LH0038,1567926.57410000,5189804.29750000,1.29794621,45.89556553
87085_1763_00021,rue des Essarts,21,,LH0037,1567964.51410000,5189821.74260000,1.29843020,45.89572976
87085_1763_00023,rue des Essarts,23,,LH0036,1568005.87150000,5189840.92830000,1.29895774,45.89591029
87085_1763_00037,rue des Essarts,37,,LE0016,1568222.22270000,5189932.05750000,1.30172003,45.89677159
87085_1860_00001,rue des Félines,1,,CV1118,1565221.12530000,5183876.91530000,1.26475548,45.84171994
87085_1860_00002,rue des Félines,2,,CV1154,1565222.47180000,5183863.23080000,1.26477665,45.84159710
87085_1860_00003,rue des Félines,3,,CV1118,1565231.71170000,5183887.76430000,1.26488869,45.84181961
87085_1860_00005,rue des Félines,5,,CV1120,1565249.14760000,5183905.61960000,1.26510810,45.84198364
87085_1860_00007,rue des Félines,7,,CV1122,1565258.32580000,5183915.25870000,1.26522352,45.84207215
87085_1860_00008,rue des Félines,8,,CV1152,1565243.38610000,5183884.87610000,1.26503976,45.84179591
87085_1860_00009,rue des Félines,9,,CV1763,1565265.93360000,5183923.25480000,1.26531920,45.84214557
87085_1860_00010,rue des Félines,10,,CV1150,1565250.77810000,5183892.56060000,1.26513274,45.84186649
87085_1860_00011,rue des Félines,11,,CV1762,1565272.62440000,5183930.08980000,1.26540340,45.84220837
87085_1860_00012,rue des Félines,12,,CV1148,1565257.93160000,5183899.84820000,1.26522277,45.84193345
87085_1860_00014,rue des Félines,14,,CV1146,1565265.66460000,5183907.75640000,1.26532008,45.84200610
87085_1860_00015,rue des Félines,15,,CV1126,1565286.24370000,5183944.01740000,1.26557479,45.84233632
87085_1860_00016,rue des Félines,16,,CV1080,1565272.95800000,5183915.25110000,1.26541185,45.84207495
87085_1860_00017,rue des Félines,17,,CV1059,1565292.22080000,5183950.14660000,1.26565000,45.84239263
87085_1860_00018,rue des Félines,18,,CV1051,1565278.11420000,5183920.55630000,1.26547673,45.84212368
87085_1860_00019,rue des Félines,19,,CV1128,1565298.24940000,5183956.42830001,1.26572583,45.84245032
87085_1860_00020,rue des Félines,20,,CV1037,1565286.20430000,5183928.83780000,1.26557854,45.84219976
87085_1860_00021,rue des Félines,21,,CV1130,1565305.07250000,5183963.33580000,1.26581171,45.84251379
87085_1860_00023,rue des Félines,23,,CV1132,1565309.89180000,5183968.30430000,1.26587235,45.84255943
87085_1860_00024,rue des Félines,24,,CV1144,1565292.92130000,5183935.95150000,1.26566299,45.84226507
87085_1860_00025,rue des Félines,25,,CV1190,1565314.65780000,5183973.27670001,1.26593230,45.84260509
87085_1860_00026,rue des Félines,26,,CV1142,1565297.54230000,5183940.60770000,1.26572117,45.84230786
87085_1860_00027,rue des Félines,27,,CV1188,1565319.74520000,5183978.57710000,1.26599629,45.84265377
87085_1860_00028,rue des Félines,28,,CV1142,1565302.39820000,5183945.42430000,1.26578231,45.84235214
87085_1860_00030,rue des Félines,30,,CV1140,1565307.01600000,5183950.34370000,1.26584037,45.84239730
87085_1860_00032,rue des Félines,32,,CV1057,1565313.52820000,5183956.78370000,1.26592238,45.84245651
87085_1860_00034,rue des Félines,34,,CV1035,1565318.41590000,5183962.02480000,1.26598382,45.84250461
87085_1860_00034_bis,rue des Félines,34,bis,CV1138,1565326.29710000,5183969.78740000,1.26608309,45.84257598
87085_1860_00036,rue des Félines,36,,CV1136,1565331.36230000,5183975.18950001,1.26614677,45.84262557
87085_1860_00038,rue des Félines,38,,CV1134,1565335.97680000,5183979.83870000,1.26620486,45.84266830
87085_1860_00040,rue des Félines,40,,CV1732,1565340.78090000,5183984.12460000,1.26626549,45.84270779
87085_1895_00003,rue des Feuillants,3,,EI0132,1565139.44870000,5182894.07020000,1.26398001,45.83286265
87085_1895_00004,rue des Feuillants,4,,EI0060,1565132.52910000,5182908.89910000,1.26388680,45.83299468
87085_1895_00006,rue des Feuillants,6,,EI0057,1565123.20240000,5182905.53530000,1.26376772,45.83296260
87085_1895_00008,rue des Feuillants,8,,EI0056,1565111.69280000,5182901.03540000,1.26362087,45.83291986
87085_1895_00010,rue des Feuillants,10,,EI0055,1565082.16310000,5182889.09430000,1.26324422,45.83280665
87085_1895_00012,rue des Feuillants,12,,EI0054,1565075.54080000,5182886.68690000,1.26315967,45.83278369
87085_1895_00014,rue des Feuillants,14,,EI0052,1565061.41120000,5182881.03390000,1.26297943,45.83273007
87085_1895_00016,rue des Feuillants,16,,EI0046,1565048.92250000,5182876.16580000,1.26282009,45.83268383
87085_1895_00018,rue des Feuillants,18,,EI0051,1565039.52350000,5182872.69150000,1.26270011,45.83265073
87085_1895_00020,rue des Feuillants,20,,EI0050,1565028.72960000,5182868.35470000,1.26256243,45.83260960
87085_1895_00022,rue des Feuillants,22,,EI0049,1565013.09880000,5182862.35850000,1.26236296,45.83255259
87085_1915_00001,rue des Filles-Notre-Dame,1,,DX0016,1564607.86930000,5182831.79780000,1.25715700,45.83219800
87085_1915_00002,rue des Filles-Notre-Dame,2,,DX0336,1564599.48040000,5182829.12160000,1.25704966,45.83217230
87085_1915_00003,rue des Filles-Notre-Dame,3,,DX0017,1564604.23130000,5182825.36850000,1.25711186,45.83213947
87085_1915_00004,rue des Filles-Notre-Dame,4,,DX0397,1564595.74840000,5182822.92680000,1.25700338,45.83211584
87085_1915_00005,rue des Filles-Notre-Dame,5,,DX0018,1564601.82820000,5182821.27840000,1.25708208,45.83210220
87085_1915_00006,rue des Filles-Notre-Dame,6,,DX0398,1564592.20540000,5182819.43430000,1.25695900,45.83208400
87085_1915_00007,rue des Filles-Notre-Dame,7,,DX0019,1564597.83160000,5182813.06150000,1.25703297,45.83202750
87085_1915_00008,rue des Filles-Notre-Dame,8,,DX0334,1564581.48010000,5182797.87020000,1.25682683,45.83188763
87085_1915_00010,rue des Filles-Notre-Dame,10,,DX0333,1564583.23850000,5182793.15980000,1.25685078,45.83184560
87085_1915_00011,rue des Filles-Notre-Dame,11,,DX0518,1564595.39650000,5182792.04930000,1.25700755,45.83183801
87085_1915_00012,rue des Filles-Notre-Dame,12,,DX0332,1564585.62720000,5182789.57980000,1.25688253,45.83181387
87085_1915_00014,rue des Filles-Notre-Dame,14,,DX0331,1564590.53500000,5182780.74530000,1.25694818,45.83173536
87085_1915_00015,rue des Filles-Notre-Dame,15,,DX0518,1564601.01000000,5182775.26550000,1.25708451,45.83168813
87085_1915_00016,rue des Filles-Notre-Dame,16,,DX0330,1564593.43170000,5182774.16310000,1.25698730,45.83167672
87085_1935_00001,rue des Flandres,1,,BV0304,1564812.25080000,5185488.46460000,1.25903955,45.85613648
87085_1935_00005,rue des Flandres,5,,BV0303,1564787.79720000,5185490.65380000,1.25872412,45.85615136
87085_1935_00006,rue des Flandres,6,,BV0273,1564778.62860000,5185501.25730000,1.25860310,45.85624494
87085_1935_00007,rue des Flandres,7,,BV0302,1564777.85130000,5185491.08380000,1.25859595,45.85615327
87085_1935_00008,rue des Flandres,8,,BV0274,1564767.43290000,5185501.69850000,1.25845884,45.85624671
87085_1935_00009,rue des Flandres,9,,BV0301,1564767.42580000,5185491.54860000,1.25846160,45.85615540
87085_1935_00010,rue des Flandres,10,,BV0275,1564757.30350000,5185502.13890000,1.25832831,45.85624868
87085_1935_00011,rue des Flandres,11,,BV0300,1564754.39640000,5185491.83060000,1.25829378,45.85615538
87085_1935_00012,rue des Flandres,12,,BV0276,1564748.51160000,5185502.55330000,1.25821500,45.85625068
87085_1935_00013,rue des Flandres,13,,BV0299,1564741.91990000,5185492.45800000,1.25813298,45.85615857
87085_1935_00014,rue des Flandres,14,,BV0277,1564739.81450000,5185502.83500000,1.25810296,45.85625150
87085_1935_00015,rue des Flandres,15,,BV0298,1564728.61620000,5185493.12620000,1.25796152,45.85616196
87085_1935_00016,rue des Flandres,16,,BV0278,1564727.72670000,5185503.10330000,1.25794726,45.85625153
87085_1935_00017,rue des Flandres,17,,BV0297,1564717.62760000,5185493.21010000,1.25782003,45.85616055
87085_1935_00018,rue des Flandres,18,,BV0279,1564716.91090000,5185503.54120000,1.25780790,45.85625334
87085_1935_00019,rue des Flandres,19,,BV0296,1564705.59090000,5185493.65810000,1.25766495,45.85616221
87085_1935_00020,rue des Flandres,20,,BV0280,1564705.08630000,5185504.16410000,1.25765549,45.85625662
87085_2017_00003,rue des Fourneries,3,,SK0021,1565270.61550000,5186789.68070000,1.26457548,45.86793165
87085_2017_00004,rue des Fourneries,4,,SK0039,1565256.89520000,5186787.08660000,1.26439954,45.86790562
87085_2017_00010,rue des Fourneries,10,,NZ0215,1565305.33150000,5186657.30670000,1.26505965,45.86674767
87085_2088_00003,rue des Frégates,3,,TY0066,1561570.35570000,5182678.18620000,1.21811342,45.83021151
87085_2088_00004,rue des Frégates,4,,TY0065,1561586.13050000,5182678.01650000,1.21831646,45.83021316
87085_2088_00005,rue des Frégates,5,,TY0067,1561584.54850000,5182696.38190000,1.21829081,45.83037804
87085_2088_00006,rue des Frégates,6,,TY0073,1561599.96390000,5182694.41440000,1.21848974,45.83036345
87085_2088_00007,rue des Frégates,7,,TY0068,1561597.52600000,5182708.99270000,1.21845418,45.83049410
87085_2088_00008,rue des Frégates,8,,TY0072,1561612.52780000,5182704.23500000,1.21864859,45.83045432
87085_2088_00009,rue des Frégates,9,,TY0069,1561612.58370000,5182720.48210000,1.21864463,45.83060048
87085_2088_00011,rue des Frégates,11,,TY0070,1561627.71060000,5182730.36150000,1.21883644,45.83069239
87085_2088_00012,rue des Frégates,12,,TY0071,1561642.79540000,5182724.83210000,1.21903214,45.83064569
87085_2095_00001,rue des Frères Bonneff,1,,BN0068,1564253.14430000,5183962.45310000,1.25227279,45.84229898
87085_2095_00003,rue des Frères Bonneff,3,,BN0045,1564222.02920000,5183870.58960000,1.25189800,45.84146600
87085_2095_00014,rue des Frères Bonneff,14,,BE0207,1564187.26290000,5183898.15920000,1.25144301,45.84170761
87085_2095_00020,rue des Frères Bonneff,20,,BE0687,1564177.63200000,5183880.42790000,1.25132407,45.84154621
87085_2095_00022,rue des Frères Bonneff,22,,BE0688,1564173.53240000,5183872.44040000,1.25127356,45.84147355
87085_2095_00024,rue des Frères Bonneff,24,,BE0211,1564169.57650000,5183865.90530000,1.25122450,45.84141398
87085_2095_00026,rue des Frères Bonneff,26,,BE0702,1564165.66310000,5183858.42920000,1.25117624,45.84134595
87085_2095_00030,rue des Frères Bonneff,30,,BE0678,1564152.12980000,5183824.31640000,1.25101170,45.84103641
87085_2095_00032,rue des Frères Bonneff,32,,BE0675,1564149.44740000,5183817.56440000,1.25097909,45.84097515
87085_2095_00034,rue des Frères Bonneff,34,,BE0255,1564146.32580000,5183806.27930000,1.25094210,45.84087301
87085_2098_00001,rue des Frères Grimm,1,,CR0269,1566384.88920000,5183962.29830000,1.27971023,45.84271514
87085_2098_00002,rue des Frères Grimm,2,,CR0292,1566392.13680000,5183949.84700000,1.27980698,45.84260454
87085_2098_00003,rue des Frères Grimm,3,,CR0270,1566394.33790000,5183965.33220000,1.27983100,45.84274427
87085_2098_00004,rue des Frères Grimm,4,,CR0291,1566408.55970000,5183954.63810000,1.28001702,45.84265083
87085_2098_00005,rue des Frères Grimm,5,,CR0271,1566403.62930000,5183968.18390000,1.27994980,45.84277173
87085_2098_00006,rue des Frères Grimm,6,,CR0290,1566423.18260000,5183959.40740000,1.28020391,45.84269657
87085_2098_00007,rue des Frères Grimm,7,,CR0272,1566412.74110000,5183971.07710000,1.28006627,45.84279952
87085_2098_00008,rue des Frères Grimm,8,,CR0289,1566436.88650000,5183963.53940000,1.28037914,45.84273641
87085_2098_00009,rue des Frères Grimm,9,,CR0294,1566422.46190000,5183974.02400000,1.28019057,45.84282792
87085_2098_00010,rue des Frères Grimm,10,,CR0288,1566448.33240000,5183967.15010000,1.28052546,45.84277111
87085_2098_00011,rue des Frères Grimm,11,,CR0296,1566432.00460000,5183977.07600000,1.28031254,45.84285723
87085_2098_00012,rue des Frères Grimm,12,,CR0287,1566459.64700000,5183970.57720000,1.28067014,45.84280414
87085_2098_00014,rue des Frères Grimm,14,,CR0286,1566472.17600000,5183974.39870000,1.28083033,45.84284095
87085_2098_00015,rue des Frères Grimm,15,,CR0275,1566441.18150000,5183979.86360000,1.28042989,45.84288409
87085_2098_00016,rue des Frères Grimm,16,,CR0285,1566488.98970000,5183979.63020000,1.28104529,45.84289127
87085_2098_00017,rue des Frères Grimm,17,,CR0276,1566450.95160000,5183982.87010000,1.28055480,45.84291303
87085_2098_00018,rue des Frères Grimm,18,,CR0284,1566503.04180000,5183984.08810000,1.28122492,45.84293410
87085_2098_00019,rue des Frères Grimm,19,,CR0277,1566462.02060000,5183986.38220000,1.28069629,45.84294677
87085_2098_00020,rue des Frères Grimm,20,,CR0283,1566518.80010000,5183988.95510000,1.28142639,45.84298094
87085_2098_00021,rue des Frères Grimm,21,,CR0278,1566475.09370000,5183990.53550000,1.28086340,45.84298667
87085_2098_00022,rue des Frères Grimm,22,,CR0282,1566533.03700000,5183993.32330000,1.28160842,45.84302300
87085_2098_00023,rue des Frères Grimm,23,,CR0279,1566491.53430000,5183995.39010000,1.28107366,45.84303354
87085_2098_00025,rue des Frères Grimm,25,,CR0280,1566508.96230000,5184000.95280000,1.28129643,45.84308696
87085_2098_00027,rue des Frères Grimm,27,,CR0281,1566526.39050000,5184006.26430000,1.28151928,45.84313812
87085_2100_00002,rue des Frères Lumière,2,,ES0278,1566627.41910000,5182083.07110000,1.28335322,45.82585736
87085_2100_00004,rue des Frères Lumière,4,,ES0278,1566652.49090000,5182080.85990000,1.28367643,45.82584233
87085_2100_00006,rue des Frères Lumière,6,,ES0278,1566675.88170000,5182077.65870000,1.28397829,45.82581807
87085_2104_00002,rue des Frères Perret,2,,MK0084,1566934.22530000,5188108.13590000,1.28563199,45.88011606
87085_2104_00010,rue des Frères Perret,10,,MK0047,1567019.45990000,5188073.42540000,1.28673940,45.87982032
87085_2114_00006,rue des Fuchsias,6,,LT0010,1567942.74690000,5187504.15060000,1.29878761,45.87487739
87085_2114_00020,rue des Fuchsias,20,,LT0223,1567917.21210000,5187379.39780000,1.29849309,45.87375025
87085_2250_00002,rue des Glaïeuls,2,,BV0397,1564294.01130000,5185438.90210000,1.25238175,45.85558853
87085_2250_00003,rue des Glaïeuls,3,,BV0363,1564267.67200000,5185448.62310000,1.25203992,45.85567077
